name,gender
Jasbir Singh Sehra,unknown
Jon Shave,man
Eleanor Kateri Tannis,woman
Jon Turner,man
Milan Wiley,unknown
Nate “Rocket” Wonder,man
Antonina Armato,woman
Tim James,man
David Jost,man
Bobby Johnson Beats,man
Detail,man
Sidney Swift,man
Waqaas Hashmi,unknown
Andy Hurley,man
Jack Marshall,man
Bob Mosher,man
Patrick Stump,man
Joe Trohman,man
Pete Wentz,man
Jarrel Young,man
Aluna,woman
George Reid,man
Jeff Lynne,man
Tom Petty,man
Will Phillips,man
Timothy Thomas,man
Usher,man
Julie Frost,woman
Jacob Luttrell,man
Nick Seeley,man
Wale,man
JMIKE,man
Simon Wilcox,woman
Michael Fonseca,man
Raja Kumari,woman
Jonathan “J.R.” Rotem,man
Suzanne Vega,woman
Bibi Bourelly,woman
Mike Free,man
Willie Antonio Hansbro,man
Key Wane,man
D.J. Rogers,man
Earl Stevens,man
Dominick J. Eagles,man
Dallas Austin,woman
Noah Goldstein,man
KIRBY,woman
David Longstreth,man
Paul McCartney,man
Elon Rutberg,man
George Merrill,man
Shannon Rubicam,woman
"Michael ""Freakin"" Everett",unknown
Ne‐Yo,man
Pitbull,man
Vinay Rao,unknown
Stephan Taft,man
Devon Gallaspy,man
Lonnie Simmons,man
Rudolph Taylor,man
Trinidad James,man
Charlie Wilson,man
Robert Wilson,man
Ronnie Wilson,man
Martin Harrington,man
Thomas Leonard,unknown
Hector Delgado,man
Nick Monson,man
Toni Tennille,woman
Andy Grammer,man
Nolan Sipe,man
Dave Bassett,man
Rachel Platten,woman
Sam Martin,man
Lindy Robbins,woman
Hozier,man
Ori Kaplan,man
Priscilla Renea,woman
Mark Bradford,man
Ryan Dillon,man
OMI,man
Ben Berger,man
Eli Maiman,man
Ryan McMahon,unknown
Nicholas Petricca,man
Kevin Ray,man
Sean Waugaman,man
Tony Fadd,man
Amy Wadge,woman
Stephan Moccio,man
Stacy Barthe,woman
Brett James,man
Chester Hansen,man
J‐Roc,man
Michael Clifford,man
R. Kelly,man
Louis Biancaniello,man
Michael Biancaniello,man
Benji Madden,man
Joel Madden,man
Sam Watters,man
Erik Hassle,man
Daniel Ledinsky,man
Paul Anka,man
Marvin Gaye,man
T.I.,man
Robin Thicke,man
Jonny Coffer,man
Al-Hakam El Kaubaisy,man
Shahid Khan,man
Frobisher Mbabzi,man
James Murray,man
Mustafa Omer,man
Rodney Clawson,man
Dave Haywood,man
Charles Kelley,man
Hillary Scott,woman
Bonnie McKee,woman
Dierks Bentley,man
Pierre Ramon Slaughter,man
Tim Bergling,man
John Kongos,man
Jahlil Beats,man
Bobby Shmurda,man
Drew Brown,man
Zachary Filkins,man
Eddie Fisher,man
Brantley Gilbert,man
Becky G,woman
Sara Bareilles,woman
Martin Garrix,man
Jon Redwine,man
ScHoolboy Q,man
Tinashe,woman
Brendon Waters,man
DJ Marley Waters,man
Salem Al Fakir,man
Arash Pournouri,man
Veronica Maggio,woman
Vincent,man
Jeffery David,unknown
Jesiah Dzonek,unknown
Sydney Quiseng,woman
Graham Sierota,man
Jamie Sierota,man
Noah Sierota,man
Josh Mosser,man
Jesse,man
E. Kidd Bogart,man
Emanuel Kiriakou,man
Luke Bryan,man
Sam Barsh,man
Egbert Nathaniel Dawkins,man
DJ Khalil,man
Daniel Seeff,man
Taylor York,man
Kiyanu Kim,man
Sacha Skarbek,man
Grace Chatto,woman
Nikki Cislyn,woman
Ernest Clark,man
Marcos Palacios,man
Sir Mix‐A‐Lot,man
Jonathan Solone‐Myvett,man
Rasool Diaz,man
Brian Soko,man
Guy Lawrence,man
Howard Lawrence,man
Fredrik Berger,man
Patrik Berger,man
Stefan Gräslund,man
Aaron Accetta,man
Zac Barnett,man
Shep Goodman,man
Matt Sanchez,man
Dave Rublin,man
James Adam Shelley,man
Descemer Bueno,man
Gente de Zona,man
Enrique Iglesias,man
Randy Malcom Martinez,man
Axident,man
Calvin Broadus,man
Ryan Henry,man
Steve Arrington,man
Charles Carter,man
Greg Errico,man
Waung Hankerson,man
Keri Oskar,unknown
Roger Parker,man
Jamie Sanderson,man
Pebe Sebert,woman
Kristen Anderson‐Lopez,woman
Robert Lopez,man
Lorde,woman
Passenger,man
Ian Axel,man
Mike Campbell,man
Chad Vaccarino,man
Aalias,man
Maki Athanasiou,man
Frequency,man
Aloe Blacc,man
Mike Einziger,man
Adam Messinger,man
Nasri,man
Mark Pellizzer,man
Ben Spivak,man
Alex Tanas,man
Tamir Muskat,man
תומר יוסף,man
Toby Gad,man
John Legend,man
DJ Ammo,man
Hunter Hayes,man
Troy Verges,man
Natalie Hemby,woman
Ace Hood,man
J‐Bo,man
Mark Irwin,man
Brad Warren,man
Brett Warren,man
Brandy Clark,woman
Mike Di Scala,man
Mark Hadfield,man
James Barry,man
Danny O’Donoghue,man
Mark Sheehan,man
Jasper Cameron,man
Ciara,woman
Carl Mo,man
P-Nasty,man
Rodney Terry,man
Claude Kelly,man
Olly Murs,man
Steve Robson,man
Katharine Lee Bates,woman
Nikhil Seetharam,man
Ben Hayslip,man
BONNIE PINK,woman
Hugo Chegwin,man
Harry Craze,man
A. K. Paul,man
Emeli Sandé,woman
Jay Secor,unknown
Bob Dylan,man
Ketch Secor,man
Arthur “Big Boy” Crudup,man
Ad‐Rock,man
Mike D,man
Kay Gee,unknown
Ziggy Modeliste,man
Art Neville,man
Cyril Neville,man
Rick Rubin,man
Billy Squier,man
Treach,man
Vin Rock,man
Adam Yauch,man
Kelly Clarkson,woman
Jason Halbert,man
Eric Olson,man
Ed Drewett,man
Wayne Hector,man
Christian Løchstøer,man
Bård Ylvisåker,man
Vegard Ylvisåker,man
Martin Johnson,man
Nanna Bryndís Hilmarsdóttir,woman
Ragnar þórhallsson,man
Fun.,group
Todd Clark,man
Derek Fuhrmann,unknown
Gregg Wattenberg,man
Craig Wiseman,man
Kelson Camp,man
Tiara Thomas,woman
Nate Ruess,man
Ted Dwane,man
Ben Lovett,man
Winston Marshall,man
Marcus Mumford,man
Aaron Farand Phillips,man
Nikki Williams,woman
Steve Angello,man
Axwell,man
Sebastian Ingrosso,man
John Martin,man
Michel Zitron,man
Alicia Keys,woman
Salaam Remi,man
Hubert Laws,man
Greg Holden,man
Drew Pearson,man
Lana Del Rey,woman
Rick Nowels,man
Florence Welch,woman
Fall Out Boy,group
Butch Walker,man
Arias,man
Mercer,man
Dino Zisis,unknown
Christina Aguilera,woman
DJ Buddha,man
Chantal Kreviazuk,woman
Linus Eklöw,man
Ester Dean,woman
Mike Zombie,man
Jimmy Castor,man
Lenny Fridie,man
Doug Gibson,man
Harry Jensen,man
Al Sherrod Lambert,man
Bobby Mann,man
Malcolm McCormick,man
Brenda Russell,woman
Harmony Samuels,man
Jordin Sparks,woman
Sevyn Streeter,woman
Gerry Thomas,man
Breakbot,man
Phredley Brown,man
Christopher Irfane Khan-Acito,man
Ryan Merchant,man
Sebu Simonian,man
Jef Martens,man
Tulisa,woman
Aaron Bruno,man
Elof Loelv,man
Justin Parker,man
Jeremiah Fraites,man
Wesley Schultz,man
Dave Grohl,man
Krist Novoselic,man
A.P. Carter,woman
Charles Still,man
Terry Stubbs,man
John Wilson,man
Skylar Grey,woman
Matthew Koma,man
Porter Robinson,man
Doug E. Fresh,man
Richard Walters,man
Jesse Rice,man
Chris Godbey,man
Sebastian,man
Baauer,man
Héctor el Father,man
Kurt Michael Hunte,man
Jayson Scott Musson,man
Michael Dulaney,man
Chester Bennington,man
Mike Shinoda,man
Rico Love,man
David Hodges,man
Christina Perri,woman
Lily Allen,woman
Gary Barlow,man
Howard Donald,man
Jason Orange,man
Mark Owen,man
T‐Pain,man
Terence Coles,man
Mike Jay,man
Harvey Mason Jr.,man
Damon Thomas,man
Adam Schmalholz,man
Amund Bjørklund,man
Espen Lind,man
Pat Monahan,man
B.o.B,man
Dylan Altman,unknown
Kirko Bangz,man
Raul Gonzalez,man
Brandon Tillman,man
Mickey Baker,man
Bo Diddley,man
MK,man
Sylvia Robinson,woman
Adrian Trejo,unknown
Barry Dean,man
Paul Epworth,man
Natural,group
Ariel Rechtshaid,man
Redd Stylez,man
Carrie Underwood,woman
Ellen Healy,woman
Marz,man
Brandon Lowry,unknown
Disashi Lumumba-Kasongo,unknown
Travie McCoy,man
Matt McGinley,man
Eric Roberts,man
Robopop,man
Gavin DeGraw,man
Richard Head,man
Qveen Herby,woman
Nick Noonan,man
Emily Wright,woman
MC Hammer,man
Alle Benassi,man
Benny Benassi,man
Brian Kennedy,man
Nick Marsh,man
Mike McHenry,unknown
William Orbit,man
Alain Whyte,man
AJ Junior,man
Bilal “The Chef” Hajji,man
Cassie Davis,man
Sean Ray Mullins,man
David Silberstein,man
Adam Young,man
Matt Thiessen,man
PSY,man
Jessie J,woman
Josh Alexander,man
Billy Steinberg,man
Gotye,man
MdL,unknown
Andre Lindal,man
Alex Clare,man
Jim Duguid,man
Sky Blu,man
GoonRock,man
Redfoo,man
Peter Schroeder,man
Taio Cruz,man
Denzie Beagle,man
Anthony Khan,man
Winston Riley,man
Reggie Stepper,man
James Thomas,man
Terrence Thornton,man
Herbert Turner,man
Willi Williams,man
Malik Yusef,man
Reverend W.A. Donaldson,man
Jason Mraz,man
Michael Natter,man
Audiobot,man
Erin Beck,woman
George Matthew Robertson,man
Fraser T. Smith,man
Tyler Glenn,man
Tim Pagnotta,man
Geoff Mack,man
David Glass,man
Marcus Killian,man
Antonio Mobley,man
Dr. Luke,man
Etta James,woman
Leroy Kirkland,man
Pearl Woods,woman
Anthony Palman,man
Jamie xx,man
Marcus Cooper,man
Axel Hedfors,man
Raphaël Judrin,man
Benjamin Maddahi,man
Pierre‐Antoine Melki,man
Ash Howes,man
Richard “Biff” Stannard,man
Tavish Crowe,man
Carly Rae Jepsen,woman
Josh Ramsay,man
Jörgen Elofsson,man
David Gamson,man
Coy Bowles,man
Zac Brown,man
Levi Lowrey,man
Matraca Berg,woman
Deana Carter,woman
Chris Allen,man
Branden Campbell,man
Elaine Doty,unknown
Dave Barnes,man
Dru Brett,man
Graham Edwards,man
Corey Gibson,man
Chris Ivery,woman
Avril Lavigne,woman
LP,man
Mayne Zayne,man
Scott Spock,man
Earl Henry Benjamin,man
DEV,woman
Niles Hollowell‐Dhar,man
Dominic Anthony Thomas,man
John Bettis,man
Brian Alexander Morgan,man
Kevin McCall,man
Steve Porcaro,man
William Attaway,man
David Delazyn,unknown
Sten Hallström,man
Lord Burgess,man
Chaz Mishan,unknown
Caleb,man
Antonio Dixon,man
Patrick “j.Que” Smith,man
Symbolyc One,man
Shea Taylor,man
Brad Paisley,man
Jeffrey Steele,man
Eric Paslay,man
Terry Sawchuk,man
Mike Caren,man
Jared Cotter,man
Play,unknown
Skillz,man
Vika Jigulina,woman
Eldar Mansurov,man
Edward Maya,man
Andy Gibson,man
Jason Sellers,man
Charlie Bernardo Kågell,man
Eshraque Mughal,man
Patrick Chukwuemeka Okogwu,man
Eric Turner,man
Billboard,man
Kid Cudi,man
Warren Trotter,unknown
Drew Lawrence,man
Barrett Yeretsian,man
J. Brown,unknown
K’naan,man
Bangladesh,man
Cory Gunz,man
Donald Markowitz,man
Kimberly Perry,woman
Isaac Brock,man
Dustin Brower,unknown
Jonathan Keith Brown,unknown
Dann Gallucci,man
Wasalu Muhammad Jaco,man
Eric Judy,man
Kane Beatz,man
Battle Roy,man
Royce da 5′9″,man
Klas Åhlund,man
Kool Kojak,man
Ryan Follese,man
Nash Overstreet,man
Marcus Boyd,man
Mack Maine,man
LaMar Quintin Seymour,unknown
LaNelle Quintez Seymour,unknown
Crystal Nicole,woman
Sandy Wilhelm,man
Mark Foster,man
Traci Hale,woman
Jeppe Laursen,man
Needlz,man
Khalil Walton,man
50 Cent,man
Mick Schultz,man
Kinda “Kee” Hamid,woman
Gonzalo Hermosa,man
Ulises Hermosa,man
Armando Pérez,man
Teddy Sky,man
Joshua Alvarez,man
Stephen Shadowen,man
Taboo,man
Nick van de Wall,man
Tom Douglas,man
Allen Shamblin,man
Patrick Reynolds,unknown
Cahron Childs,man
Smoove Da General,man
Chanti Glee,unknown
Ebony West,unknown
Jeremy Bose,unknown
Blair Daly,man
Uncle Kracker,man
Chris Daughtry,man
Chad Kroeger,man
Dan Pritzker,man
Josh Farro,man
Devrim Karaoğlu,unknown
Carlos Battey,man
Sean Kingston,man
Caleb Followill,man
Jared Followill,man
Matthew Followill,man
Nathan Followill,man
Wayne Wilkins,man
Frank Romano,man
Danny Morris,man
Plies,man
Kristian Bush,man
Kevin Griffin,man
Jennifer Nettles,woman
Kerry Brothers,man
Robert Larow,man
Jay Sean,man
Jeremy Skaller,man
Frankie Storm,woman
Tiffany Amber,woman
Sean Foreman,man
David Freeman,man
Joseph Hughes,man
Arnthor Birgisson,man
David Greene,man
Ilan Kidron,man
Yann Stephane Mickael Macé,man
Jonathan Neil Murphy,man
Jesse Carmichael,man
Sam Farrar,man
Nicholas John Brongers,man
The Legendary Traxster,man
Lil’ Play,unknown
Steve Diamond,man
Andrew Frampton,man
Rob Base,man
Mark Knight,man
Jaime Munson,man
Adam Walder,unknown
Rob Fusari,man
Printz Board,man
Brian Chase,man
Sylvia Gordon,woman
Karen O,woman
Nick Zinner,man
Michael Bublé,man
Alan Chang,man
Amy Foster‐Gillies,woman
Jeezy,man
Jim Beanz,woman
Timothy Clayton,man
Christine Flores,woman
Elly Jackson,woman
Ben Langmaid,woman
Michael Caren,unknown
Carmen Michelle Key,woman
Frédéric Riesterer,man
Imogen Heap,woman
Chuck D,man
Eric Sadler,man
Hank Shocklee,man
Akon,man
Gudda Gudda,man
Lloyd,man
Jae Millz,man
Iyaz,man
Angela Hunte,woman
Bert Keyes,man
Janette Sewell,woman
Michael Deller,unknown
D. Foder,unknown
Jared Tankel,man
Eric Hölljes,man
Lazonate Franklin,unknown
Makeba,woman
Rob Swire,man
Matthew Burnett,man
Jordan Evans,man
Lionel Richie,man
Kinetics,man
Tim “One Love” Sommers,man
Michael Franti,man
Carl Young,man
Eric Dawkins,man
Gary DeCarlo,man
Dale Frashuer,man
Paul Leka,man
Adonis Shropshire,man
Bobby Braddock,man
Troy Jones,man
Greg Wells,man
Jim Jones,man
Juelz Santana,man
Ron Browz,man
James Bunton,man
Corron Cole,man
"Thabiso ""Tab"" Nkhereanye",man
Rob Thomas,man
Sean Garrett,man
Billie Joe Armstrong,man
Robert Allen,man
Andre Merritt,unknown
Eric Dill,man
Rune Westberg,man
Sluggo,unknown
Fabolous,man
Colbie Caillat,woman
Ben H. Allen,man
Milk Dee,man
MC Lyte,woman
Nat Robinson,man
Asher Roth,man
Sam Endicott,man
Mr. Jonz,man
DJ Montay,man
Korey Roberson,unknown
Howard Simmons,man
Rob Bourdon,man
Brad Delson,man
Dave Farrell,man
Keith James,man
BC Jean,woman
Mark Batson,man
Dr. Dre,man
Dawaun Parker,man
Hugh Brankin,man
Brother Marquis,man
Ross Campbell,unknown
Bernard Edwards,man
Fresh Kid Ice,man
David Hobbs,unknown
John Robinson Reid,man
Graham Wilson,man
Andreas Carlsson,man
Kevin Rudolf,man
Brent Smith,man
Rafael Akinyemi,man
Nikesha Briscoe,woman
(US 2) David Siegel,man
Soulja Boy,man
Nicola Fasano,man
Danny Seraphine,man
David “Hawk” Wolinski,man
James T. Brown,man
John Conte,man
Jamie Foxx,man
Brandon R. Melanchon,man
Breyon Prescott,man
Nathan Walker,man
Marcella Araica,woman
Keri Hilson,woman
Dan Hamilton,man
Tyson Ritter,man
Nick Wheeler,man
Aaron Bay‐Schuck,man
Pete Burns,man
Steve Coy,man
Tim Lever,man
Mike Percy,man
Kuk Harrell,man
2 Pistols,man
Colione,unknown
Duane Elliott Jackson,woman
Rook,unknown
Tay Dizm,man
Keyshia Cole,woman
Jason Farmer,man
Alex Francis,man
D.O.E.,unknown
Balewa Muhammad,man
Candice Nelson,woman
Sheppard Solomon,man
Gavin Rossdale,man
Kid Rock,man
Christian Karlsson,man
Pontus Winnberg,man
Mary J. Blige,woman
Andrea Martin,woman
Mikal Blue,man
Jason Reeves,man
Lauren Evans,woman
Robbie Nevil,man
John Mayer,man
John Vesely,man
Joseph “Joe” Hahn,man
Bobby Troup,man
David “Preach” Balfour,man
Boosie Badazz,man
Lil' Phat,man
Mouse,unknown
Webbie,man
Jimmy Ashhurst,man
Marti Frederiksen,man
Xavier Muriel,man
Keith Nelson,man
Stevie D.,man
Josh Todd,man
"Charles ""Cha Lo"" Hester",man
Estelle,woman
Cathy Dennis,woman
Ian Dench,man
Amanda Ghost,woman
Trace Cyrus,man
Blake Healy,unknown
Anthony Improgo,unknown
Mason Musso,man
Topper Headon,man
Mick Jones,man
M.I.A.,woman
Paul Simonon,man
Joe Strummer,man
Madonna,woman
Juan Salinas,man
Scott Anderson,unknown
Sean Anderson,man
Rich Beddoe,man
James Black,unknown
Rick Jackett,man
Ray J,man
Natasha Bedingfield,woman
Danielle Brisebois,woman
John Shanks,man
Polow da Don,man
Jesse McCartney,man
George M. Harry,man
blu2th,man
Steve “The Chef” Russell,man
Flea,man
John Frusciante,man
Anthony Kiedis,man
Chad Smith,man
Lil Scrappy,man
Jude Cole,man
Jason Wade,man
Don Corleon,man
Kirk Ford,man
Richard Rodgers,man
Gwen Stefani,woman
Forrest Kline,man
Evan Rogers,man
Carl Sturken,man
Amy Winehouse,woman
Los da Mystro,man
Jimmy Messer,unknown
Gary Lightbody,man
Bob Bryar,man
Frank Iero,man
My Chemical Romance,group
Ray Toro,man
Gerard Way,man
Mikey Way,man
Ronnie Winter,man
Mickey Madden,man
Sean Hurley,man
Ezekiel Lewis,man
King Logan,man
John Spivery,man
Taj Jackson,man
Edwin Birdsong,man
Huey,man
Calvin Miller,man
D'Andre Smith,man
Sylvester Jordan,man
Ben E. King,man
Linkin Park,group
Anthony Lawson,man
Nelly Furtado,woman
Mike Strange,man
Tom Higgenson,man
Robin Lynch,man
Billy Mann,man
"Niklas ""Nikey"" Olovson",man
Kevin “Khao” Cates,man
Neal Conway,man
Bebel Gilberto,woman
J Dilla,man
TOWA TEI,man
Crystal Waters,woman
Damon Albarn,man
Brian Burton,man
Jamie Hewlett,man
Dave Jolicoeur,man
Tracy Ackerman,woman
Andy Watkins,man
Paul Wilson,man
Terry Balsamo,man
Amy Lee,woman
Benny Andersson,man
Stuart Price,man
Björn Ulvaeus,man
Thomas van Musser,unknown
Nicholas Roubanis,man
Wyldcard,man
Justin Furstenfeld,man
Cezar,unknown
Michael “Factor” Jarrett,man
Steven “Lenky” Marsden,man
Serani,man
Delano Thomas,man
Chamillionaire,man
Tom Cochrane,man
Kelis,woman
Novel,man
Jon Bon Jovi,man
Richie Sambora,man
Nate Dogg,man
KT Tunstall,woman
Keli Nicole Price,woman
Delisha Thomas,woman
Daniel Powter,man
Raine Maida,man
Vidal Davis,man
Andre Harris,man
David Payton,man
Ben Moody,man
Mr. Collipark,man
De'Angelo Holmes,man
Kaine,unknown
Bubba Sparxxx,man
Ray Charles,man
Renald Richard,man
Harold Beatty,man
Charles Roane,unknown
Stuart MacKillop,unknown
Maggie Reilly,woman
Franne Golde,woman
Kasia “KC” Livingston,woman
Robert Palmer,man
Mike Hartnett,man
Ryan Ross,man
Spencer Smith,unknown
Jason Perry,man
Nicole Scherzinger,woman
Ryan Leslie,man
Al Kapone,man
Sean P,man
Attitude,unknown
James Blunt,man
Omar Alfanno,man
Luis Diaz,unknown
Jerry Duplessis,man
Wyclef Jean,man
LaTabia Parker,woman
Jah Snowcone,unknown
Chris Marshall,man
CeeLo Green,man
Gian Franco Reverberi,man
Gian Piero Reverberi,man
Angela Beyince,woman
Slim Thug,man
Swizz Beatz,man
Durrell Babbs,man
DJ Green Lantern,man
Quincy Jones,man
John Rich,man
Adam Shoenfeld,man
Focus…,man
Peter Ivers,man
Michael Keith,man
John Lewis Parker,man
Quinnes Parker,man
Slim,man
Mike Jones,man
Craig B,man
Dominic Bazile,man
KLC,man
O’Dell,man
Scotty Emerick,man
Toby Keith,man
Adam Schlesinger,man
Kelly Rowland,woman
Michelle Williams,woman
Ché Pope,man
Mike Elizondo,man
Steven Standard,unknown
James Brown,man
Rich Harrison,man
Jaime Gomez Arellano,man
Chris Peters,man
Drew Peters,man
Ryan Cabrera,man
Jimmy Harry,man
Donnie Scantz,man
David Banner,man
Manuel Seal,man
Taylor Hawkins,man
Nate Mendel,man
Chris Shiflett,man
Pelle Nylénén,unknown
Ricky Lewis,man
Robert Waller,man
Michael Antoine Crooms,man
D-Roc,man
Eric Jackson,man
Baby Bash,man
James Valentine,man
Alejandro Sanz,man
Taneisha Smith,woman
Andy Dodd,man
Adam Watts,man
Jess Cates,man
Dan Muckala,man
Curtis Bedeau,man
Gerard Charles,man
Hugh Clarke,man
Brian George,man
Lucien George,man
Paul George,man
Indeevar,man
George Pajon,man
Anandji Virji Shah,man
Kalyanji Virji Shah,man
Jayson Bridges,man
James D. Hargrove II,man
Nelly,man
Tim Kelley,man
Bob Robinson,man
Bobby V.,man
Howie Day,man
Gene Allan,man
Bobby Vinton,man
Bigg D,man
Corey Mathis,man
Diamond Blue Smith,man
Spectacular Smith,man
Chad Hugo,man
Bridget Benenate,woman
Matthew Gerrard,man
Jacoby Shaddix,man
Per Gessle,man
Kwamé,man
Will Smith,man
Kel Spencer,man
Ryan Toby,man
Eve,woman
Sheldon Harnick,woman
Jaron Alson,man
Ricky Bell,man
Ralph Tresvant,man
Brad Arnold,man
Todd Harrell,man
Chris Henderson,man
Matt Roberts,man
Bang Out,man
Teraike “Chris Styles” Crawford,man
Michael Sterling,man
Rivers Cuomo,man
Alisha Brooks,woman
Vada Nobles,man
Brandon Flowers,man
Dave Keuning,man
Ron Baker,man
Allan Felder,man
The Game,man
Norman Harris,man
Missy Elliott,woman
Kameron Houff,unknown
Tippa Irie,man
Darrell Brown,man
Ty Lacy,man
Dennis Matkosky,man
Gretchen Wilson,woman
Chris Pope,man
John Ondrasik,man
Joyce ‘Fenderella’ Irby,woman
Wirlie Morris,unknown
Chingy,man
Shamar Daugherty,unknown
Annet Artani,woman
Britney Spears,woman
Alan Jackson,man
Mike Fratantuno,man
Terence Yoshiaki,man
LL Cool J,man
Bo Hagon,man
Robert McDowell,man
Ini Kamoze,man
Curt Frasca,man
Sabelle,unknown
Big Sam,man
Nic Cester,man
Cameron Muncey,man
David Foster,man
Tom Keane,man
Cynthia Weil,woman
Bizarre,man
Steve King,man
Kuniva,man
Swifty McVay,man
Mr. Porter,man
Proof,man
André Benjamin,man
Big Boi,man
Matt Boykin,unknown
Avant,man
Steve 'Stone' Huff,man
Andy Marvel,man
Jessica Simpson,woman
Curtis Lundy,man
Rhymefest,man
Henrik Jonback,man
Frankie J,man
Ashlee Simpson,woman
Henry Garza,man
JoJo Garza,unknown
Ringo Garza,man
L-Roc,man
Dido,man
Cat Stevens,man
Cassidy,man
Trina,woman
Miri Ben‐Ari,woman
Michael Bennett,man
Twista,man
Lenny Williams,man
Bunny DeBarge,woman
El DeBarge,man
Randy DeBarge,man
Randy Edelman,man
Kenneth Gamble,man
Leon Huff,man
Dorian Moore,unknown
J.R. Bailey,man
Mel Kent,man
Harold Lilly,man
Ken Williams,man
Teedra Moses,woman
Paul Poli,man
Daron Jones,man
Kevin Lyttle,man
Raeon Primus,unknown
Courtney Sills,man
Tim Friese‐Greene,man
Mark Hollis,man
Mike Kroeger,man
Ryan Peake,man
Natalie Albino,woman
Nicole Albino,woman
Lionel Bermingham,man
Cordell 'Scatta' Burrell,man
Elijah Wells,man
Doug Robb,man
Ryan Dusick,man
Sleepy Brown,man
Enya,woman
Nicky Ryan,man
Roma Ryan,woman
Erick Sermon,man
Parrish Smith,man
Mario Winans,man
Marsha Ambrosius,woman
Rivers Rutherford,man
George Teren,man
Jesse Harris,man
Chris Cornell,man
Kevin Hicks,unknown
Wynn Varble,man
Darryl Worley,man
Steven Tyler,man
Kix Brooks,man
Ronnie Dunn,man
Ashanti,woman
Irv Gotti,man
Chink Santana,man
Erykah Badu,woman
Bobby Ozuna,unknown
James Poyser,man
Glenn Standridge,unknown
Matt Morris,man
Don Gibson,man
Richie McDonald,man
Frank Joseph Myers,man
Lil’ Kim,woman
Jewel,woman
John “J‐Praize” Freeman,man
Sha Money XL,man
Daniel Bedingfield,man
Dave Stewart,man
Nas,man
Michelle Branch,woman
Fernando Arbex,man
Samuel Barnes,man
Mr. Deyo,man
Jadakiss,man
KRS‐One,man
Jennifer Lopez,woman
Troy Oliver,man
Jean-Claude Olivier,man
Michael Ian Oliviere,man
DJ Scott La Rock,man
Charlie Bereal,man
Kenny Bereal,man
Basement Beats,unknown
Murphy Lee,man
Varick Smith,man
Charlie Colin,man
Jimmy Stafford,man
Scott Underwood,man
Ali,unknown
Kyjuan,unknown
Prince,man
2Pac,man
Darryl “Big D” Harper,man
Hurt‐M‐Badd,man
Ricardo Rouse,man
Alex Ander,man
Stevie Nicks,woman
J. Curtis,unknown
Thom Bell,man
Linda Creed,woman
Ja Rule,man
"Brandon ""DirtyBird"" Parrott",man
The Matrix,man
Linda Perry,woman
William Jeffrey,unknown
Lisa Peters,woman
Curtis Richardson,man
Ron G,unknown
Jimmie Cameron,man
Vella Cameron,woman
Dirty Swift,man
Leroy Jones,man
William Lewis,man
Rah Digga,woman
Rampage,man
Rick Rock,man
Eugene Record,man
Alonzo Lee,man
Teddy Bishop,man
Ginuwine,man
Darrell Scott,man
Alanis Morissette,woman
Aldo Nova,man
Michael Flowers,man
John Rzeznik,man
Todd Cerney,man
Zack Lyle,unknown
Jim Collins,man
7 Aurelius,woman
Scarface,man
Victoria Horn,woman
Steve Smith,man
Perry Botkin Jr.,man
Barry De Vorzon,man
Jimmy Jam,man
Terry Lewis,man
Cam’ron,man
Darryl Pittman,man
Eriberio Serrano,unknown
Tony Kanal,man
Mr. DJ,man
Michael Render,man
Jamar Austin,man
Lil’ Mo,woman
Angie Martinez,woman
Troyton Rami,man
Brandy,man
Kenisha Pratt,woman
Diane Warren,woman
Wade Robson,man
Artful,man
Craig David,man
Darren John Hill,man
Sheryl Crow,woman
Jeff Trott,man
John Reid,man
Terrance Kelly,man
Raymond Calhoun,man
Erika Rose,woman
Greg Camp,man
N.O.R.E.,man
Gloria Estefan,woman
Bounty Killer,man
Tom Dumont,man
Bryan Adams,man
Jim Vallance,man
Just Blaze,man
Norman Whitfield,man
Cheryl Lorraine Cook,woman
Ronald LaPread,man
Cory Rooney,man
Tweet,woman
Scott Stapp,man
Mark Taylor,man
Camara Kambon,man
Luchana N. Lodge,unknown
Mel‐Man,man
Bruce Miller,man
Paula Miller,woman
Big Pun,man
Mark DeBarge,man
Vanessa Carlton,woman
Alex Band,man
Aaron Kamin,man
Bunny Sigler,man
Chuck Brown,man
Doug Ardito,man
Paul Phillips,man
Wes Scantlin,man
Jason “Jay E” Epperson,man
John Keller,man
Michele Vice‐Maslin,woman
Organized Noize,group
Berry Gordy,man
Fonce Mizell,man
Freddie Perren,man
Deke Richards,man
Horse,unknown
Jungle,unknown
Shelene Thomas,woman
Wiz,man
David Kent,man
Kristi Manna,unknown
Steve Seskin,man
Max Collins,man
Larry Blackmon,man
Tomi Jenkins,man
Leon Haywood,man
Frederick Knight,man
Robin Andre Mays,unknown
Stevie Wonder,man
Simon Ellis,man
Bono,man
Grandmaster Melle Mel,man
Tom Shapiro,man
Anders Bagge,man
Christina Milian,woman
Glen Ballard,man
Dave Matthews,man
Sean Hall,man
Nate Butler,man
Anthony “Shep” Crawford,man
Shae Jones,woman
David Pomeranz,man
Deric “D‐Dot” Angelettie,man
Asha Goldschmidt,unknown
Mase,man
Too $hort,man
Kit Walker,man
Gary Burr,man
Victoria Shaw,woman
Richard Marx,man
Brandon Casey,man
Brian Casey,man
Gary Smith,man
Bert Young,man
Craig Bullock,man
Stan Frazier,man
